route_id,service_id,trip_id,trip_headsign
2,Rail MTuWThF-XHol_20260823,KPL__1__6345__RAIL__Rail_MTuWThF-XHol_20260823,Wellington Station
5,Rail MTuWThF-XHol_20260823,HVL__0__2610__RAIL__Rail_MTuWThF-XHol_20260823,Upper Hutt
5,Rail SaSu + Hol_20260823,HVL__0__3840__RAIL__Rail_SaSu_+_Hol_20260823,Upper Hutt
2,Rail F-XHol_20260823,KPL__0__6366__RAIL__Rail_F-XHol_20260823,Waikanae
2,Rail MTuWThF-XHol_20260823,KPL__0__6234__RAIL__Rail_MTuWThF-XHol_20260823,Waikanae
3,Rail MEL WEST_20260823,MEL__0__5600__RAIL__Rail_MEL_WEST_20260823,Western Hutt
5,Rail MTuWThF-XHol_20260823,HVL__1__3605__RAIL__Rail_MTuWThF-XHol_20260823,Wellington Station
6,Rail SaSu + Hol_20260823,JVL__0__9394__RAIL__Rail_SaSu_+_Hol_20260823,Johnsonville
5,Rail SaSu + Hol_20260823,HVL__1__3809__RAIL__Rail_SaSu_+_Hol_20260823,Wellington Station
2,Rail MTuWThF-XHol_20260823,KPL__0__6324__RAIL__Rail_MTuWThF-XHol_20260823,Waikanae
2,Rail MTuWThF-XHol_20260823,KPL__1__8201__RAIL__Rail_MTuWThF-XHol_20260823,Wellington Station
2,Rail MTuWThF-XHol_20260823,KPL__0__6334__RAIL__Rail_MTuWThF-XHol_20260823,Waikanae
5,Rail MTuWThF-XHol_20260823,HVL__0__2626__RAIL__Rail_MTuWThF-XHol_20260823,Upper Hutt
5,Rail MTuWThF-XHol_20260823,HVL__0__3624__RAIL__Rail_MTuWThF-XHol_20260823,Upper Hutt
6,Rail MTuWThF-XHol_20260823,JVL__1__9215__RAIL__Rail_MTuWThF-XHol_20260823,Wellington Station
2,Rail MTuWThF-XHol_20260823,KPL__0__6236__RAIL__Rail_MTuWThF-XHol_20260823,Waikanae
6,Rail MTuWThF-XHol_20260823,JVL__0__9268__RAIL__Rail_MTuWThF-XHol_20260823,Johnsonville
2,Rail MTuWThF-XHol_20260823,KPL__0__6322__RAIL__Rail_MTuWThF-XHol_20260823,Waikanae
2,Rail Sa-XSun_20260823,KPL__1__6471__RAIL__Rail_Sa-XSun_20260823,Wellington Station
2,Rail SaSu + Hol_20260823,KPL__1__6459__RAIL__Rail_SaSu_+_Hol_20260823,Wellington Station
5,Rail SaSu + Hol_20260823,HVL__0__3830__RAIL__Rail_SaSu_+_Hol_20260823,Upper Hutt
2,Rail SaSu + Hol_20260823,KPL__0__6468__RAIL__Rail_SaSu_+_Hol_20260823,Waikanae
2,Rail MTuWThF-XHol_20260823,KPL__1__6335__RAIL__Rail_MTuWThF-XHol_20260823,Wellington Station
6,Rail SaSu + Hol_20260823,JVL__1__9395__RAIL__Rail_SaSu_+_Hol_20260823,Wellington Station
5,Rail MTuWThF-XHol_20260823,HVL__0__3618__RAIL__Rail_MTuWThF-XHol_20260823,Upper Hutt
2,Rail MTuWThF-XHol_20260823,KPL__0__6340__RAIL__Rail_MTuWThF-XHol_20260823,Waikanae
2,Rail SaSu + Hol_20260823,KPL__0__6434__RAIL__Rail_SaSu_+_Hol_20260823,Waikanae
5,Rail MTuWThF-XHol_20260823,HVL__0__2624__RAIL__Rail_MTuWThF-XHol_20260823,Upper Hutt
3,Rail MEL WEST_20260823,MEL__1__5617__RAIL__Rail_MEL_WEST_20260823,Wellington Station
2,Rail MTuWThF-XHol_20260823,KPL__1__6305__RAIL__Rail_MTuWThF-XHol_20260823,Wellington Station
3,Rail MEL WEST_20260823,MEL__1__5623__RAIL__Rail_MEL_WEST_20260823,Wellington Station
