route_id,service_id,trip_id,realtime_trip_id,trip_headsign,trip_short_name,trip_long_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
152361,1874,379396576,GVB:50:61714,Gein,61714,,0,,1624810,0,1
152361,1874,379396577,GVB:50:61587,Isolatorweg,61587,,1,,1624813,0,1
152361,1874,379396578,GVB:50:61647,Gein,61647,,0,,1624809,0,1
152361,1874,379396579,GVB:50:61617,Isolatorweg,61617,,1,,1624811,0,1
152361,1874,379396580,GVB:50:61671,Gein,61671,,0,,1624810,0,1
152361,1874,379396581,GVB:50:61766,Isolatorweg,61766,,1,,1624813,0,1
152361,1874,379396582,GVB:50:61744,Gein,61744,,0,,1624809,0,1
152361,1874,379396583,GVB:50:61696,Isolatorweg,61696,,1,,1624811,0,1
152361,1874,379396584,GVB:50:61796,Gein,61796,,0,,1624810,0,1
152361,1874,379396585,GVB:50:61715,Isolatorweg,61715,,1,,1624813,0,1
152361,1874,379396586,GVB:50:61588,Gein,61588,,0,,1624809,0,1
152361,1874,379396587,GVB:50:61648,Isolatorweg,61648,,1,,1624811,0,1
152361,1874,379396588,GVB:50:61618,Gein,61618,,0,,1624810,0,1
152361,1874,379396589,GVB:50:61672,Isolatorweg,61672,,1,,1624813,0,1
152361,1874,379396590,GVB:50:61767,Gein,61767,,0,,1624809,0,1
152361,1874,379396591,GVB:50:61745,Isolatorweg,61745,,1,,1624811,0,1
152361,1874,379396592,GVB:50:61697,Gein,61697,,0,,1624810,0,1
152361,1874,379396593,GVB:50:61797,Isolatorweg,61797,,1,,1624813,0,1
152361,1874,379396594,GVB:50:61716,Gein,61716,,0,,1624809,0,1
152361,1874,379396595,GVB:50:61589,Isolatorweg,61589,,1,,1624811,0,1
152361,1874,379396596,GVB:50:61649,Gein,61649,,0,,1624810,0,1
152361,1874,379396597,GVB:50:61619,Isolatorweg,61619,,1,,1624813,0,1
152361,1874,379396598,GVB:50:61673,Gein,61673,,0,,1624809,0,1
152361,1874,379396599,GVB:50:61768,Isolatorweg,61768,,1,,1624811,0,1
152361,1874,379396600,GVB:50:61746,Gein,61746,,0,,1624810,0,1
152361,1874,379396601,GVB:50:61698,Isolatorweg,61698,,1,,1624813,0,1
152361,1874,379396602,GVB:50:61798,Gein,61798,,0,,1624809,0,1
152361,1874,379396603,GVB:50:61717,Isolatorweg,61717,,1,,1624811,0,1
152361,1874,379396604,GVB:50:61590,Gein,61590,,0,,1624810,0,1
152361,1874,379396605,GVB:50:61650,Isolatorweg,61650,,1,,1624813,0,1
152361,1874,379396606,GVB:50:61620,Gein,61620,,0,,1624809,0,1
152361,1874,379396607,GVB:50:61674,Isolatorweg,61674,,1,,1624811,0,1
152361,1874,379396608,GVB:50:61769,Gein,61769,,0,,1624810,0,1
152361,1874,379396609,GVB:50:61747,Isolatorweg,61747,,1,,1624813,0,1
152361,1874,379396610,GVB:50:61699,Gein,61699,,0,,1624809,0,1
152361,1874,379396611,GVB:50:61799,Isolatorweg,61799,,1,,1624811,0,1
152361,1874,379396612,GVB:50:61718,Gein,61718,,0,,1624810,0,1
152361,1874,379396613,GVB:50:61591,Isolatorweg,61591,,1,,1624813,0,1
152361,1874,379396614,GVB:50:61651,Gein,61651,,0,,1624809,0,1
152361,1874,379396615,GVB:50:61621,Isolatorweg,61621,,1,,1624811,0,1
152361,1874,379396616,GVB:50:61675,Gein,61675,,0,,1624810,0,1
152361,1874,379396617,GVB:50:61770,Isolatorweg,61770,,1,,1624813,0,1
152361,1874,379396618,GVB:50:61748,Gein,61748,,0,,1624809,0,1
152361,1874,379396619,GVB:50:61700,Isolatorweg,61700,,1,,1624811,0,1
152361,1874,379396620,GVB:50:61800,Gein,61800,,0,,1624810,0,1
152361,1874,379396621,GVB:50:61719,Isolatorweg,61719,,1,,1624813,0,1
152361,1874,379396622,GVB:50:61592,Gein,61592,,0,,1624809,0,1
152361,1874,379396623,GVB:50:61652,Isolatorweg,61652,,1,,1624811,0,1
152361,1874,379396624,GVB:50:61622,Gein,61622,,0,,1624810,0,1
