service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
73983.061026.31,1,1,1,1,1,0,0,20261006,20261217
73995.070926.31,1,1,1,1,1,0,0,20260907,20261002
73995.061026.31,1,1,1,1,1,0,0,20261006,20261217
74007.070926.31,1,1,1,1,1,0,0,20260907,20261002
74007.061026.31,1,1,1,1,1,0,0,20261006,20261217
74019.070926.31,1,1,1,1,1,0,0,20260907,20261002
74019.061026.31,1,1,1,1,1,0,0,20261006,20261217
74031.070926.31,1,1,1,1,1,0,0,20260907,20261002
74031.061026.31,1,1,1,1,1,0,0,20261006,20261217
74043.070926.31,1,1,1,1,1,0,0,20260907,20261002
74043.061026.31,1,1,1,1,1,0,0,20261006,20261217
74055.070926.31,1,1,1,1,1,0,0,20260907,20261002
74055.061026.31,1,1,1,1,1,0,0,20261006,20261217
74067.070926.31,1,1,1,1,1,0,0,20260907,20261002
74067.061026.31,1,1,1,1,1,0,0,20261006,20261217
74079.070926.31,1,1,1,1,1,0,0,20260907,20261002
74079.061026.31,1,1,1,1,1,0,0,20261006,20261217
74091.070926.31,1,1,1,1,1,0,0,20260907,20261002
74091.061026.31,1,1,1,1,1,0,0,20261006,20261217
74103.070926.31,1,1,1,1,1,0,0,20260907,20261002
74103.061026.31,1,1,1,1,1,0,0,20261006,20261217
74115.070926.31,1,1,1,1,1,0,0,20260907,20261002
74115.061026.31,1,1,1,1,1,0,0,20261006,20261217
74127.070926.31,1,1,1,1,1,0,0,20260907,20261002
74127.061026.31,1,1,1,1,1,0,0,20261006,20261217
74139.070926.31,1,1,1,1,1,0,0,20260907,20261002
74139.061026.31,1,1,1,1,1,0,0,20261006,20261217
74151.070926.31,1,1,1,1,1,0,0,20260907,20261002
74151.061026.31,1,1,1,1,1,0,0,20261006,20261217
74163.070926.31,1,1,1,1,1,0,0,20260907,20261002
74163.061026.31,1,1,1,1,1,0,0,20261006,20261217
74175.070926.31,1,1,1,1,1,0,0,20260907,20261002
74175.061026.31,1,1,1,1,1,0,0,20261006,20261217
74187.070926.31,1,1,1,1,1,0,0,20260907,20261002
74187.061026.31,1,1,1,1,1,0,0,20261006,20261217
74199.070926.31,1,1,1,1,1,0,0,20260907,20261002
74199.061026.31,1,1,1,1,1,0,0,20261006,20261217
74211.070926.31,1,1,1,1,1,0,0,20260907,20261002
74211.061026.31,1,1,1,1,1,0,0,20261006,20261217
74223.070926.31,1,1,1,1,1,0,0,20260907,20261002
74223.061026.31,1,1,1,1,1,0,0,20261006,20261217
74235.070926.31,1,1,1,1,1,0,0,20260907,20261002
74235.061026.31,1,1,1,1,1,0,0,20261006,20261217
74247.070926.31,1,1,1,1,1,0,0,20260907,20261002
74247.061026.31,1,1,1,1,1,0,0,20261006,20261217
74259.070926.31,1,1,1,1,1,0,0,20260907,20261002
74259.061026.31,1,1,1,1,1,0,0,20261006,20261217
74271.070926.31,1,1,1,1,1,0,0,20260907,20261002
74271.061026.31,1,1,1,1,1,0,0,20261006,20261217
74283.070926.31,1,1,1,1,1,0,0,20260907,20261002
74283.061026.31,1,1,1,1,1,0,0,20261006,20261217
74295.070926.31,1,1,1,1,1,0,0,20260907,20261002
74295.061026.31,1,1,1,1,1,0,0,20261006,20261217
74307.070926.31,1,1,1,1,1,0,0,20260907,20261002
74307.061026.31,1,1,1,1,1,0,0,20261006,20261217
74319.070926.31,1,1,1,1,1,0,0,20260907,20261002
74319.061026.31,1,1,1,1,1,0,0,20261006,20261217
74331.070926.31,1,1,1,1,1,0,0,20260907,20261002
74331.061026.31,1,1,1,1,1,0,0,20261006,20261217
74343.070926.31,1,1,1,1,1,0,0,20260907,20261002
74343.061026.31,1,1,1,1,1,0,0,20261006,20261217
74355.070926.31,1,1,1,1,1,0,0,20260907,20261002
74355.061026.31,1,1,1,1,1,0,0,20261006,20261217
74367.070926.31,1,1,1,1,1,0,0,20260907,20261002
74367.061026.31,1,1,1,1,1,0,0,20261006,20261217
74379.070926.31,1,1,1,1,1,0,0,20260907,20261002
74379.061026.31,1,1,1,1,1,0,0,20261006,20261217
74391.070926.31,1,1,1,1,1,0,0,20260907,20261002
74391.061026.31,1,1,1,1,1,0,0,20261006,20261217
74403.070926.31,1,1,1,1,1,0,0,20260907,20261002
74403.061026.31,1,1,1,1,1,0,0,20261006,20261217
74415.070926.31,1,1,1,1,1,0,0,20260907,20261002
74415.061026.31,1,1,1,1,1,0,0,20261006,20261217
74427.070926.31,1,1,1,1,1,0,0,20260907,20261002
74427.061026.31,1,1,1,1,1,0,0,20261006,20261217
74439.070926.31,1,1,1,1,1,0,0,20260907,20261002
74439.061026.31,1,1,1,1,1,0,0,20261006,20261217
74451.070926.31,1,1,1,1,1,0,0,20260907,20261002
74451.061026.31,1,1,1,1,1,0,0,20261006,20261217
74463.070926.31,1,1,1,1,1,0,0,20260907,20261002
74463.061026.31,1,1,1,1,1,0,0,20261006,20261217
74475.070926.31,1,1,1,1,1,0,0,20260907,20261002
74475.061026.31,1,1,1,1,1,0,0,20261006,20261217
74487.070926.31,1,1,1,1,1,0,0,20260907,20261002
74487.061026.31,1,1,1,1,1,0,0,20261006,20261217
74499.070926.31,1,1,1,1,1,0,0,20260907,20261002
74499.061026.31,1,1,1,1,1,0,0,20261006,20261217
74511.070926.31,1,1,1,1,1,0,0,20260907,20261002
74511.061026.31,1,1,1,1,1,0,0,20261006,20261217
74523.070926.31,1,1,1,1,1,0,0,20260907,20261002
74523.061026.31,1,1,1,1,1,0,0,20261006,20261217
74535.070926.31,1,1,1,1,1,0,0,20260907,20261002
74535.061026.31,1,1,1,1,1,0,0,20261006,20261217
74547.070926.31,1,1,1,1,1,0,0,20260907,20261002
74547.061026.31,1,1,1,1,1,0,0,20261006,20261217
74559.070926.31,1,1,1,1,1,0,0,20260907,20261002
74559.061026.31,1,1,1,1,1,0,0,20261006,20261217
74571.070926.31,1,1,1,1,1,0,0,20260907,20261002
74571.061026.31,1,1,1,1,1,0,0,20261006,20261217
